customer_id,signup_date,reference_date,tenure_months,contract_type,plan_type,monthly_charge,auto_pay,has_discount,num_logins_30d,total_usage_30d_min,avg_session_length_min,days_since_last_login,recent_activity_flag,support_tickets_90d,failed_payments_90d,churn_prob,churn,churn_reason
4119,2021-08-04,2025-11-15,52,Annual,Premium,1141,1,0,13,404,31.1,9,0,0,0,0.186,0,
4120,2024-06-12,2025-11-15,17,Monthly,Standard,510,1,1,5,206,41.2,6,0,0,0,0.12,1,price
4121,2022-05-05,2025-11-15,43,Quarterly,Basic,352,1,1,5,176,35.2,14,0,0,0,0.048,0,
4122,2023-07-02,2025-11-15,28,Monthly,Standard,472,1,1,10,375,37.5,16,0,1,0,0.01,0,
4123,2024-05-12,2025-11-15,18,Quarterly,Standard,623,0,0,11,115,10.5,0,0,0,0,0.115,0,
4124,2025-05-16,2025-11-15,6,Monthly,Standard,667,1,1,6,53,8.8,8,0,0,0,0.046,0,
4125,2024-10-31,2025-11-15,12,Quarterly,Basic,343,1,0,9,369,41.0,14,0,1,0,0.027,1,lack_of_value
4126,2024-04-03,2025-11-15,19,Quarterly,Standard,569,1,0,4,165,41.2,2,0,2,0,0.1,1,poor_support
4127,2024-04-09,2025-11-15,19,Quarterly,Standard,501,1,0,9,124,13.8,9,0,0,0,0.01,0,
4128,2025-08-08,2025-11-15,3,Monthly,Basic,346,1,0,7,268,38.3,14,0,1,0,0.032,1,price
4129,2022-05-09,2025-11-15,42,Quarterly,Standard,696,0,0,8,347,43.4,18,0,3,0,0.475,1,other
4130,2020-11-18,2025-11-15,60,Monthly,Premium,1155,1,0,11,170,15.5,26,0,0,1,0.469,0,
4131,2022-03-27,2025-11-15,44,Monthly,Basic,340,1,0,8,93,11.6,5,0,1,1,0.367,0,
4132,2021-12-18,2025-11-15,47,Monthly,Premium,1326,1,1,17,278,16.4,0,0,0,1,0.505,0,
4133,2024-03-07,2025-11-15,20,Monthly,Basic,327,1,0,6,182,30.3,2,0,2,0,0.068,0,
4134,2024-01-16,2025-11-15,22,Monthly,Standard,569,0,0,5,207,41.4,16,0,1,1,0.476,0,
4135,2023-11-04,2025-11-15,24,Quarterly,Basic,383,0,0,9,282,31.3,6,0,1,0,0.125,0,
4136,2020-12-15,2025-11-15,59,Monthly,Basic,241,1,0,6,79,13.2,1,0,0,1,0.543,0,
4137,2024-07-08,2025-11-15,16,Monthly,Standard,497,1,0,7,128,18.3,4,0,0,0,0.039,0,
4138,2022-06-29,2025-11-15,41,Monthly,Standard,664,1,1,15,375,25.0,12,0,1,1,0.366,0,
4139,2024-03-13,2025-11-15,20,Quarterly,Standard,568,1,1,11,129,11.7,19,0,0,1,0.408,0,
4140,2023-08-28,2025-11-15,27,Monthly,Standard,575,0,0,10,334,33.4,28,0,0,1,0.524,0,
4141,2022-08-03,2025-11-15,40,Monthly,Standard,550,1,1,8,278,34.8,27,0,0,0,0.136,0,
4142,2021-07-19,2025-11-15,52,Quarterly,Premium,1163,1,0,11,288,26.2,15,0,0,0,0.149,0,
4143,2021-05-07,2025-11-15,55,Monthly,Standard,712,1,0,9,260,28.9,16,0,1,0,0.174,0,
4144,2025-01-11,2025-11-15,10,Monthly,Basic,432,1,0,10,154,15.4,0,0,0,0,0.133,0,
4145,2025-06-19,2025-11-15,4,Monthly,Basic,443,0,1,2,33,16.5,28,0,1,0,0.095,0,
4146,2024-02-14,2025-11-15,21,Quarterly,Basic,387,1,0,8,94,11.8,26,0,1,0,0.076,0,
4147,2021-05-23,2025-11-15,54,Quarterly,Standard,637,1,0,6,157,26.2,7,0,0,1,0.435,0,
4148,2022-11-19,2025-11-15,36,Monthly,Basic,186,1,0,6,116,19.3,7,0,0,0,0.192,0,
4149,2024-07-08,2025-11-15,16,Monthly,Basic,285,1,0,9,133,14.8,4,0,0,0,0.09,0,
4150,2024-10-09,2025-11-15,13,Monthly,Basic,472,1,0,9,63,7.0,9,0,0,0,0.127,0,
4151,2021-06-19,2025-11-15,53,Quarterly,Standard,566,0,0,8,214,26.8,17,0,1,0,0.228,0,
4152,2020-11-16,2025-11-15,60,Annual,Basic,421,1,0,7,56,8.0,12,0,2,2,0.382,1,poor_support
4153,2024-06-07,2025-11-15,17,Monthly,Basic,304,1,0,6,203,33.8,3,0,0,0,0.162,0,
4154,2022-08-28,2025-11-15,39,Monthly,Standard,386,1,0,7,201,28.7,1,0,0,0,0.112,0,
4155,2022-02-23,2025-11-15,45,Quarterly,Standard,651,1,0,10,196,19.6,17,0,0,1,0.319,0,
4156,2020-12-09,2025-11-15,60,Quarterly,Basic,401,1,0,13,406,31.2,24,0,0,0,0.061,0,
4157,2023-07-30,2025-11-15,27,Annual,Standard,597,0,1,12,347,28.9,9,0,0,0,0.213,0,
4158,2025-02-16,2025-11-15,9,Quarterly,Basic,398,1,0,8,202,25.2,15,0,0,0,0.01,0,
4159,2025-08-29,2025-11-15,2,Annual,Premium,1067,0,0,10,423,42.3,6,0,0,1,0.49,0,
4160,2023-09-14,2025-11-15,26,Monthly,Basic,190,1,0,15,652,43.5,22,0,0,0,0.069,0,
4161,2023-06-12,2025-11-15,29,Monthly,Premium,1216,1,0,14,515,36.8,11,0,0,0,0.229,0,
4162,2021-04-20,2025-11-15,55,Monthly,Premium,1238,1,0,11,432,39.3,29,0,0,0,0.122,0,
4163,2023-08-14,2025-11-15,27,Quarterly,Standard,708,1,0,7,149,21.3,27,0,0,0,0.03,0,
4164,2022-10-10,2025-11-15,37,Monthly,Basic,351,0,0,8,347,43.4,28,0,2,1,0.663,1,payment_issues
4165,2023-11-29,2025-11-15,23,Monthly,Standard,505,1,0,6,134,22.3,29,0,0,0,0.106,1,payment_issues
4166,2022-10-26,2025-11-15,37,Monthly,Basic,317,1,1,9,345,38.3,25,0,0,0,0.059,0,
4167,2022-01-28,2025-11-15,46,Monthly,Premium,1248,1,0,12,510,42.5,28,0,1,0,0.174,0,
4168,2021-05-08,2025-11-15,55,Annual,Standard,451,1,0,9,312,34.7,10,0,2,0,0.021,0,
4169,2022-06-13,2025-11-15,41,Monthly,Premium,1197,1,0,12,125,10.4,17,0,0,0,0.22,0,
4170,2021-05-11,2025-11-15,54,Monthly,Standard,574,0,0,8,316,39.5,2,0,0,0,0.159,0,
4171,2021-10-04,2025-11-15,50,Quarterly,Standard,548,1,1,5,48,9.6,10,0,1,0,0.048,0,
4172,2025-10-22,2025-11-15,0,Monthly,Standard,639,1,1,7,290,41.4,18,0,0,0,0.264,1,other
4173,2023-02-04,2025-11-15,33,Quarterly,Basic,209,0,0,12,523,43.6,16,0,0,0,0.147,0,
4174,2023-07-14,2025-11-15,28,Quarterly,Standard,633,0,0,14,476,34.0,20,0,1,0,0.137,0,
4175,2025-03-29,2025-11-15,7,Annual,Standard,644,1,1,7,273,39.0,27,0,0,0,0.01,0,
4176,2025-11-06,2025-11-15,0,Annual,Premium,1286,1,0,12,94,7.8,13,0,2,0,0.33,0,
4177,2023-10-15,2025-11-15,25,Monthly,Standard,511,1,0,7,110,15.7,16,0,0,1,0.452,0,
4178,2024-12-07,2025-11-15,11,Monthly,Premium,1080,0,0,19,599,31.5,22,0,0,0,0.254,0,
4179,2022-07-05,2025-11-15,40,Monthly,Premium,1222,1,0,11,434,39.5,25,0,1,0,0.209,1,other
4180,2022-05-27,2025-11-15,42,Monthly,Standard,578,1,0,10,409,40.9,13,0,0,0,0.247,0,
4181,2022-11-20,2025-11-15,36,Monthly,Basic,532,1,0,4,96,24.0,27,0,0,0,0.05,0,
4182,2024-03-27,2025-11-15,19,Monthly,Standard,636,1,0,6,103,17.2,5,0,0,0,0.063,0,
4183,2024-04-13,2025-11-15,19,Annual,Standard,604,1,0,8,157,19.6,4,0,0,0,0.037,0,
4184,2022-06-14,2025-11-15,41,Monthly,Basic,287,1,0,10,215,21.5,15,0,0,0,0.187,0,
4185,2021-07-17,2025-11-15,52,Monthly,Basic,203,1,0,9,256,28.4,0,0,0,0,0.132,1,lack_of_value
4186,2024-01-14,2025-11-15,22,Monthly,Premium,1245,1,0,18,605,33.6,5,0,0,0,0.191,0,
4187,2021-07-08,2025-11-15,53,Monthly,Basic,294,1,0,8,53,6.6,22,0,0,0,0.182,0,
4188,2023-10-07,2025-11-15,25,Annual,Standard,594,0,0,10,322,32.2,0,0,1,0,0.136,0,
4189,2024-05-04,2025-11-15,18,Monthly,Standard,607,1,1,6,202,33.7,16,0,1,0,0.021,0,
4190,2024-05-17,2025-11-15,18,Quarterly,Standard,617,1,0,7,225,32.1,6,0,0,0,0.136,1,other
4191,2024-08-22,2025-11-15,15,Monthly,Standard,461,1,0,6,229,38.2,3,0,0,0,0.072,0,
4192,2025-03-27,2025-11-15,7,Monthly,Standard,666,0,0,15,670,44.7,21,0,0,0,0.214,0,
4193,2023-05-17,2025-11-15,30,Monthly,Standard,533,1,0,11,212,19.3,14,0,0,0,0.127,0,
4194,2024-07-10,2025-11-15,16,Quarterly,Basic,289,1,0,5,56,11.2,5,0,1,0,0.015,0,
4195,2023-12-20,2025-11-15,23,Monthly,Premium,1302,1,0,11,424,38.5,14,0,0,0,0.3,0,
4196,2021-10-22,2025-11-15,49,Monthly,Standard,742,0,0,7,47,6.7,9,0,0,0,0.25,0,
4197,2021-01-01,2025-11-15,59,Monthly,Standard,464,0,0,9,109,12.1,20,0,0,0,0.243,0,
4198,2022-04-19,2025-11-15,43,Quarterly,Standard,602,1,0,4,174,43.5,12,0,1,0,0.087,0,
4199,2023-02-02,2025-11-15,33,Quarterly,Basic,321,0,0,9,368,40.9,17,0,0,1,0.49,0,
4200,2023-12-17,2025-11-15,23,Monthly,Premium,1080,1,1,16,321,20.1,11,0,0,1,0.395,0,
4201,2025-02-14,2025-11-15,9,Monthly,Standard,664,1,0,7,271,38.7,2,0,0,0,0.033,0,
4202,2021-11-09,2025-11-15,48,Annual,Basic,309,1,1,7,82,11.7,16,0,1,0,0.075,0,
4203,2021-07-03,2025-11-15,53,Quarterly,Premium,1215,0,1,8,328,41.0,11,0,0,0,0.15,0,
4204,2025-09-09,2025-11-15,2,Quarterly,Standard,527,1,0,7,153,21.9,14,0,0,0,0.126,0,
4205,2021-06-01,2025-11-15,54,Quarterly,Standard,633,0,1,9,139,15.4,14,0,0,0,0.236,0,
4206,2023-04-08,2025-11-15,31,Quarterly,Standard,667,0,0,9,347,38.6,20,0,0,0,0.12,0,
4207,2023-10-20,2025-11-15,25,Monthly,Basic,310,0,0,5,74,14.8,27,0,0,0,0.239,1,payment_issues
4208,2023-08-01,2025-11-15,27,Annual,Standard,559,0,1,4,65,16.2,4,0,0,0,0.097,0,
4209,2021-04-22,2025-11-15,55,Annual,Basic,266,1,0,11,293,26.6,26,0,0,0,0.091,0,
4210,2021-02-28,2025-11-15,57,Monthly,Standard,617,1,0,11,286,26.0,13,0,0,0,0.219,1,lack_of_value
4211,2021-05-27,2025-11-15,54,Monthly,Standard,603,1,0,6,114,19.0,23,0,0,0,0.181,0,
4212,2023-10-20,2025-11-15,25,Annual,Premium,1272,1,0,13,375,28.8,24,0,0,0,0.111,0,
4213,2023-08-06,2025-11-15,27,Monthly,Standard,562,1,0,5,68,13.6,5,0,0,1,0.429,1,lack_of_value
4214,2022-01-16,2025-11-15,46,Annual,Basic,203,1,0,11,168,15.3,13,0,1,2,0.39,0,
4215,2024-01-23,2025-11-15,22,Monthly,Premium,1228,0,0,10,189,18.9,16,0,0,0,0.227,0,
4216,2024-12-21,2025-11-15,10,Monthly,Standard,562,0,0,7,168,24.0,20,0,0,0,0.216,0,
4217,2021-01-30,2025-11-15,58,Monthly,Standard,662,0,0,9,281,31.2,21,0,0,0,0.221,0,
4218,2023-05-14,2025-11-15,30,Monthly,Basic,300,1,1,7,145,20.7,12,0,1,0,0.095,0,
4219,2024-04-26,2025-11-15,18,Monthly,Premium,1252,1,0,14,373,26.6,8,0,1,0,0.151,0,
4220,2022-02-19,2025-11-15,45,Monthly,Premium,1119,1,0,10,431,43.1,8,0,0,0,0.171,0,
4221,2022-05-31,2025-11-15,42,Quarterly,Standard,611,1,0,7,86,12.3,21,0,0,0,0.134,0,
4222,2023-12-10,2025-11-15,23,Annual,Premium,1145,1,0,12,139,11.6,13,0,0,0,0.106,0,
4223,2025-05-12,2025-11-15,6,Monthly,Basic,203,1,0,5,142,28.4,23,0,0,0,0.09,1,poor_support
4224,2024-12-03,2025-11-15,11,Monthly,Premium,1132,1,0,15,649,43.3,5,0,1,0,0.05,0,
4225,2023-10-16,2025-11-15,25,Monthly,Standard,557,0,0,8,279,34.9,4,0,0,0,0.197,0,
4226,2024-07-10,2025-11-15,16,Monthly,Basic,399,1,0,6,91,15.2,24,0,0,0,0.103,0,
4227,2022-09-12,2025-11-15,38,Monthly,Standard,555,1,0,5,182,36.4,28,0,0,0,0.191,0,
4228,2024-01-29,2025-11-15,21,Monthly,Standard,499,1,1,8,143,17.9,8,0,1,0,0.01,0,
4229,2023-03-16,2025-11-15,32,Monthly,Basic,310,1,0,7,127,18.1,10,0,1,0,0.246,1,poor_support
4230,2021-10-28,2025-11-15,49,Monthly,Basic,302,1,0,8,127,15.9,2,0,1,0,0.089,0,
4231,2024-05-19,2025-11-15,18,Monthly,Basic,261,0,1,7,199,28.4,14,0,0,0,0.071,0,
4232,2023-08-28,2025-11-15,27,Quarterly,Basic,288,0,0,9,45,5.0,17,0,0,0,0.166,0,
4233,2022-09-01,2025-11-15,39,Monthly,Basic,378,1,0,10,58,5.8,6,0,0,0,0.072,0,
4234,2025-06-06,2025-11-15,5,Annual,Basic,353,1,0,13,449,34.5,17,0,0,0,0.103,0,
4235,2020-12-24,2025-11-15,59,Annual,Basic,346,1,0,12,88,7.3,17,0,0,0,0.114,1,poor_support
4236,2022-06-15,2025-11-15,41,Annual,Premium,1106,1,0,10,349,34.9,28,0,0,0,0.173,0,
4237,2021-02-27,2025-11-15,57,Annual,Standard,830,1,0,10,167,16.7,23,0,0,0,0.03,0,
4238,2024-09-14,2025-11-15,14,Monthly,Basic,384,1,0,5,184,36.8,27,0,0,0,0.081,0,
4239,2024-05-20,2025-11-15,18,Monthly,Premium,1241,0,1,16,481,30.1,11,0,0,0,0.272,0,
4240,2022-07-13,2025-11-15,40,Monthly,Standard,507,1,0,8,287,35.9,16,0,0,0,0.096,0,
4241,2024-04-02,2025-11-15,19,Quarterly,Standard,675,1,0,8,187,23.4,24,0,0,1,0.421,1,found_alternative
4242,2022-11-08,2025-11-15,36,Annual,Standard,560,1,0,5,195,39.0,11,0,0,0,0.06,0,
4243,2024-08-27,2025-11-15,14,Annual,Standard,585,1,0,9,153,17.0,17,0,0,0,0.108,0,
4244,2023-02-22,2025-11-15,33,Monthly,Basic,166,1,1,7,114,16.3,14,0,0,0,0.025,0,
4245,2022-12-08,2025-11-15,35,Quarterly,Basic,201,1,1,10,57,5.7,25,0,0,0,0.01,0,
4246,2025-07-18,2025-11-15,4,Monthly,Standard,635,1,0,7,92,13.1,15,0,0,1,0.383,0,
4247,2022-02-16,2025-11-15,45,Monthly,Standard,680,0,0,9,164,18.2,0,0,0,0,0.263,0,
4248,2021-06-23,2025-11-15,53,Quarterly,Standard,654,1,0,6,226,37.7,8,0,0,0,0.06,0,
4249,2023-10-18,2025-11-15,25,Monthly,Basic,352,1,0,7,71,10.1,0,0,0,0,0.046,0,
4250,2025-09-20,2025-11-15,1,Annual,Standard,595,1,0,7,184,26.3,18,0,0,0,0.375,0,
4251,2022-10-06,2025-11-15,37,Monthly,Standard,568,1,0,5,79,15.8,2,0,1,0,0.13,0,
4252,2021-03-09,2025-11-15,57,Annual,Premium,1223,1,0,23,659,28.7,2,0,1,0,0.109,0,
4253,2022-07-28,2025-11-15,40,Monthly,Basic,365,0,0,4,179,44.8,1,0,0,1,0.535,0,
4254,2023-05-28,2025-11-15,30,Quarterly,Premium,1200,1,0,11,411,37.4,11,0,0,0,0.053,0,
4255,2021-09-07,2025-11-15,51,Quarterly,Standard,696,0,0,7,94,13.4,29,0,0,0,0.156,1,poor_support
4256,2024-03-01,2025-11-15,20,Annual,Standard,583,1,0,6,252,42.0,23,0,0,0,0.109,0,
4257,2025-11-10,2025-11-15,0,Monthly,Standard,522,1,0,7,131,18.7,15,0,0,0,0.365,0,
4258,2023-02-18,2025-11-15,33,Annual,Basic,300,0,0,8,249,31.1,11,0,0,0,0.088,0,
4259,2022-08-25,2025-11-15,39,Monthly,Premium,1208,1,0,13,555,42.7,4,0,3,0,0.495,1,poor_support
4260,2022-11-17,2025-11-15,36,Monthly,Basic,294,1,0,7,274,39.1,17,0,0,0,0.11,0,
4261,2021-06-14,2025-11-15,53,Monthly,Standard,702,1,0,9,207,23.0,27,0,1,0,0.223,0,
4262,2025-04-15,2025-11-15,7,Quarterly,Basic,364,1,1,11,107,9.7,8,0,0,0,0.029,1,price
4263,2022-12-13,2025-11-15,35,Monthly,Standard,486,1,0,9,215,23.9,12,0,1,0,0.126,0,
4264,2022-10-23,2025-11-15,37,Quarterly,Standard,722,1,0,4,121,30.2,27,0,1,1,0.346,0,
4265,2024-03-03,2025-11-15,20,Quarterly,Premium,981,1,0,12,168,14.0,27,0,1,0,0.129,1,payment_issues
4266,2023-01-31,2025-11-15,33,Monthly,Standard,772,1,1,6,59,9.8,5,0,0,0,0.046,0,
4267,2024-02-12,2025-11-15,21,Annual,Premium,1178,1,0,15,654,43.6,18,0,1,0,0.215,0,
4268,2021-03-08,2025-11-15,57,Monthly,Standard,585,1,0,9,337,37.4,14,0,1,0,0.181,0,
4269,2024-12-10,2025-11-15,11,Annual,Basic,296,1,1,6,169,28.2,10,0,1,0,0.01,0,
4270,2025-07-29,2025-11-15,3,Monthly,Basic,330,0,0,3,83,27.7,3,0,2,0,0.175,1,price
4271,2024-02-12,2025-11-15,21,Monthly,Standard,600,0,1,11,386,35.1,0,0,0,0,0.17,1,lack_of_value
4272,2025-08-24,2025-11-15,2,Monthly,Basic,290,1,1,9,314,34.9,6,0,1,0,0.102,0,
4273,2021-08-19,2025-11-15,51,Monthly,Standard,704,1,0,1,12,12.0,19,0,0,0,0.147,0,
4274,2023-04-06,2025-11-15,31,Monthly,Basic,345,0,0,9,157,17.4,21,0,1,0,0.168,1,lack_of_value
4275,2023-11-19,2025-11-15,24,Monthly,Standard,524,1,0,10,308,30.8,27,0,0,0,0.102,0,
4276,2023-10-13,2025-11-15,25,Monthly,Standard,659,1,0,12,422,35.2,26,0,1,0,0.126,0,
4277,2022-11-18,2025-11-15,36,Monthly,Standard,641,1,0,11,77,7.0,7,0,0,0,0.04,0,
4278,2022-07-26,2025-11-15,40,Monthly,Basic,257,0,0,9,300,33.3,25,0,0,0,0.233,0,
4279,2021-07-05,2025-11-15,53,Quarterly,Basic,363,0,0,10,55,5.5,19,0,0,0,0.249,0,
4280,2022-10-31,2025-11-15,37,Monthly,Basic,288,0,0,9,147,16.3,19,0,0,0,0.247,0,
4281,2021-09-08,2025-11-15,50,Annual,Basic,283,1,0,7,301,43.0,26,0,1,0,0.102,0,
4282,2024-07-18,2025-11-15,16,Quarterly,Standard,581,1,0,9,201,22.3,6,0,0,0,0.081,0,
4283,2021-12-02,2025-11-15,48,Quarterly,Standard,406,1,0,11,271,24.6,15,0,0,0,0.135,0,
4284,2021-03-02,2025-11-15,57,Quarterly,Basic,258,1,0,14,484,34.6,4,0,1,0,0.068,0,
4285,2023-08-21,2025-11-15,27,Monthly,Standard,657,1,0,6,170,28.3,4,0,0,0,0.069,0,
4286,2023-11-07,2025-11-15,24,Quarterly,Standard,599,0,0,10,171,17.1,7,0,1,0,0.128,1,found_alternative
4287,2025-03-26,2025-11-15,7,Monthly,Basic,198,0,0,7,200,28.6,26,0,1,0,0.105,0,
4288,2023-10-04,2025-11-15,25,Annual,Standard,677,1,0,5,133,26.6,12,0,0,0,0.01,0,
4289,2022-08-08,2025-11-15,39,Quarterly,Basic,277,0,1,9,91,10.1,20,0,0,1,0.413,0,
4290,2024-11-20,2025-11-15,12,Monthly,Standard,503,1,0,6,208,34.7,27,0,0,0,0.159,0,
4291,2023-07-30,2025-11-15,27,Quarterly,Standard,776,0,1,7,205,29.3,1,0,2,0,0.037,0,
4292,2021-04-09,2025-11-15,56,Monthly,Basic,216,0,0,11,82,7.5,2,0,0,0,0.23,0,
4293,2023-09-14,2025-11-15,26,Monthly,Standard,670,1,0,4,43,10.8,20,0,0,0,0.13,0,
4294,2025-05-31,2025-11-15,5,Monthly,Standard,539,0,0,8,81,10.1,20,0,0,0,0.162,1,payment_issues
4295,2022-11-09,2025-11-15,36,Quarterly,Basic,310,0,0,8,62,7.8,17,0,0,0,0.297,0,
4296,2022-05-10,2025-11-15,42,Quarterly,Standard,528,1,1,8,107,13.4,20,0,1,0,0.08,0,
4297,2021-08-04,2025-11-15,52,Quarterly,Standard,501,1,0,10,279,27.9,26,0,0,0,0.161,0,
4298,2021-08-19,2025-11-15,51,Monthly,Standard,641,1,0,8,78,9.8,7,0,0,0,0.139,0,
4299,2023-01-14,2025-11-15,34,Monthly,Standard,632,1,0,6,82,13.7,16,0,0,0,0.198,0,
4300,2023-11-08,2025-11-15,24,Quarterly,Standard,691,1,0,6,251,41.8,8,0,0,1,0.395,1,found_alternative
4301,2021-04-12,2025-11-15,55,Monthly,Premium,1198,1,0,13,389,29.9,6,0,0,0,0.288,1,found_alternative
4302,2025-07-27,2025-11-15,3,Quarterly,Standard,777,1,0,7,194,27.7,21,0,1,0,0.015,0,
4303,2024-08-25,2025-11-15,14,Monthly,Premium,1221,1,1,14,202,14.4,8,0,0,1,0.44,0,
4304,2023-10-22,2025-11-15,25,Monthly,Basic,345,0,0,15,386,25.7,29,0,0,0,0.066,0,
4305,2025-01-05,2025-11-15,10,Monthly,Standard,492,1,0,5,67,13.4,10,0,0,0,0.2,1,other
4306,2021-04-11,2025-11-15,55,Quarterly,Basic,251,1,1,9,234,26.0,23,0,1,0,0.012,0,
4307,2023-04-05,2025-11-15,31,Monthly,Basic,341,1,0,12,428,35.7,14,0,0,0,0.074,0,
4308,2024-01-09,2025-11-15,22,Monthly,Standard,594,1,0,11,327,29.7,8,0,1,1,0.435,0,
4309,2025-01-06,2025-11-15,10,Monthly,Standard,615,0,0,13,219,16.8,18,0,2,0,0.138,0,
4310,2024-10-15,2025-11-15,13,Monthly,Standard,535,1,1,10,330,33.0,6,0,0,0,0.077,0,
4311,2022-04-05,2025-11-15,44,Monthly,Standard,609,0,0,7,133,19.0,7,0,0,0,0.313,1,payment_issues
4312,2025-07-30,2025-11-15,3,Monthly,Standard,609,1,0,9,132,14.7,25,0,1,0,0.149,0,
4313,2021-06-30,2025-11-15,53,Quarterly,Standard,506,0,0,12,228,19.0,0,0,0,0,0.249,0,
4314,2025-04-01,2025-11-15,7,Monthly,Basic,351,1,0,2,49,24.5,22,0,1,0,0.129,0,
4315,2025-09-22,2025-11-15,1,Quarterly,Basic,164,1,1,8,275,34.4,12,0,1,0,0.291,0,
4316,2021-10-05,2025-11-15,50,Quarterly,Basic,314,1,0,6,266,44.3,10,0,0,0,0.022,0,
4317,2024-06-25,2025-11-15,16,Monthly,Standard,741,1,0,12,532,44.3,19,0,2,0,0.106,0,
4318,2021-01-28,2025-11-15,58,Monthly,Basic,354,0,0,6,201,33.5,13,0,1,0,0.19,0,
4319,2022-11-25,2025-11-15,36,Annual,Basic,353,1,0,5,38,7.6,16,0,0,0,0.01,0,
4320,2023-06-16,2025-11-15,29,Monthly,Standard,529,1,0,5,135,27.0,19,0,0,0,0.166,0,
4321,2023-10-11,2025-11-15,25,Monthly,Standard,741,1,0,6,75,12.5,7,0,0,0,0.162,1,other
4322,2025-07-21,2025-11-15,3,Monthly,Standard,710,1,0,6,110,18.3,13,0,1,0,0.101,0,
4323,2024-03-26,2025-11-15,19,Quarterly,Basic,233,0,0,12,317,26.4,8,0,1,0,0.157,0,
4324,2023-04-13,2025-11-15,31,Monthly,Standard,563,1,1,6,108,18.0,3,0,0,0,0.047,0,
4325,2024-12-02,2025-11-15,11,Annual,Standard,700,0,0,11,400,36.4,17,0,0,0,0.197,0,
4326,2025-08-16,2025-11-15,3,Annual,Premium,1343,1,0,10,65,6.5,0,0,0,0,0.117,0,
4327,2020-12-26,2025-11-15,59,Monthly,Standard,499,1,0,9,186,20.7,4,0,0,0,0.199,0,
4328,2025-10-14,2025-11-15,1,Monthly,Basic,220,1,0,7,236,33.7,22,0,3,0,0.636,1,found_alternative
4329,2021-04-22,2025-11-15,55,Monthly,Standard,589,0,0,5,221,44.2,10,0,0,0,0.179,0,
4330,2024-12-11,2025-11-15,11,Monthly,Basic,127,1,0,6,162,27.0,2,0,1,0,0.051,0,
4331,2022-04-11,2025-11-15,43,Monthly,Basic,301,1,0,7,271,38.7,0,0,0,0,0.145,0,
4332,2021-07-15,2025-11-15,52,Monthly,Basic,394,1,1,5,123,24.6,27,0,0,0,0.098,0,
4333,2023-01-27,2025-11-15,34,Monthly,Standard,485,1,1,7,314,44.9,10,0,0,0,0.061,0,
4334,2024-02-04,2025-11-15,21,Monthly,Standard,610,0,0,7,283,40.4,4,0,0,0,0.188,0,
4335,2022-10-12,2025-11-15,37,Monthly,Standard,554,1,0,8,245,30.6,28,0,0,0,0.113,0,
4336,2021-02-23,2025-11-15,57,Annual,Standard,731,1,0,6,159,26.5,5,0,1,0,0.096,0,
4337,2023-11-15,2025-11-15,24,Monthly,Basic,255,1,0,5,210,42.0,0,0,0,1,0.307,1,lack_of_value
4338,2025-05-20,2025-11-15,5,Annual,Standard,721,0,1,8,257,32.1,13,0,0,0,0.103,1,payment_issues
4339,2022-10-16,2025-11-15,37,Monthly,Standard,553,1,0,10,407,40.7,16,0,0,0,0.179,1,poor_support
4340,2021-12-15,2025-11-15,47,Monthly,Standard,661,0,0,3,69,23.0,22,0,0,0,0.25,0,
4341,2023-02-01,2025-11-15,33,Monthly,Standard,620,1,1,3,68,22.7,14,0,0,0,0.01,0,
4342,2021-02-12,2025-11-15,57,Monthly,Basic,289,1,1,7,307,43.9,3,0,1,0,0.01,0,
4343,2024-12-22,2025-11-15,10,Monthly,Standard,537,0,0,8,308,38.5,28,0,0,0,0.144,0,
4344,2025-01-02,2025-11-15,10,Annual,Standard,625,0,0,11,292,26.5,21,0,0,0,0.14,0,
4345,2023-10-25,2025-11-15,25,Annual,Standard,565,1,1,4,162,40.5,27,0,0,0,0.01,0,
4346,2022-08-22,2025-11-15,39,Monthly,Standard,545,1,0,8,67,8.4,15,0,0,0,0.215,0,
4347,2024-11-14,2025-11-15,12,Monthly,Premium,1317,0,1,10,204,20.4,14,0,0,0,0.156,0,
4348,2023-08-25,2025-11-15,27,Monthly,Basic,343,1,0,2,36,18.0,23,0,1,1,0.429,1,found_alternative
4349,2025-01-01,2025-11-15,10,Monthly,Standard,651,0,0,8,322,40.2,13,0,2,1,0.587,1,payment_issues
4350,2024-01-12,2025-11-15,22,Monthly,Standard,569,1,0,6,142,23.7,16,0,0,0,0.073,0,
4351,2024-10-17,2025-11-15,13,Monthly,Basic,286,1,0,6,142,23.7,17,0,0,0,0.07,0,
4352,2023-11-13,2025-11-15,24,Monthly,Basic,281,1,1,7,65,9.3,21,0,0,0,0.048,0,
4353,2022-12-11,2025-11-15,35,Monthly,Standard,626,1,0,14,409,29.2,16,0,1,0,0.062,0,
4354,2025-08-30,2025-11-15,2,Monthly,Basic,351,1,1,8,190,23.8,9,0,1,0,0.054,0,
4355,2023-07-31,2025-11-15,27,Monthly,Basic,298,1,0,8,89,11.1,13,0,0,1,0.301,0,
4356,2023-11-25,2025-11-15,24,Monthly,Premium,1137,1,0,14,527,37.6,26,0,0,0,0.149,0,
4357,2021-12-23,2025-11-15,47,Annual,Standard,660,0,0,6,174,29.0,18,0,1,0,0.192,0,
